stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2,stationName,temperature,pressure,humidity,wind_direction,wind_speed
dingling,2017-01-01 14:00:00,339.0,372.0,137.0,5.9,6.0,18.0,beijing_grid_265,-2.2,977.72,43.15,319.39,11.09
dingling,2017-01-01 15:00:00,343.0,617.4504039637065,137.0,5.4,4.0,19.0,beijing_grid_265,-2.08,978.0,43.64,320.15,12.69
dingling,2017-01-01 16:00:00,311.0,803.6359380868232,123.0,5.1,5.0,13.0,beijing_grid_265,-2.47,978.19,45.25,319.07,12.99
dingling,2017-01-01 17:00:00,256.0,930.5566023693492,118.0,4.1,3.0,17.0,beijing_grid_265,-2.87,978.37,46.87,318.04,13.3
dingling,2017-01-01 18:00:00,57.0,998.2123968112852,33.0,0.8,43.0,17.0,beijing_grid_265,-3.27,978.56,48.48,317.05,13.61
dingling,2017-01-01 19:00:00,22.0,1006.6033214126309,24.0,0.6,54.0,13.0,beijing_grid_265,-3.68,978.7,48.49,318.22,13.18
dingling,2017-01-01 20:00:00,17.0,955.7293761733863,22.0,0.6,56.0,12.0,beijing_grid_265,-4.08,978.85,48.49,319.47,12.75
dingling,2017-01-01 21:00:00,18.0,845.5905610935517,20.0,0.6,55.0,11.0,beijing_grid_265,-4.49,979.0,48.5,320.8,12.33
dingling,2017-01-01 22:00:00,12.0,676.1868761731268,9.0,0.4,69.0,6.0,beijing_grid_265,-4.66,979.34,47.98,322.0,11.98
dingling,2017-01-01 23:00:00,9.0,491.8711013722917,8.0,0.4,71.0,6.0,beijing_grid_265,-4.84,979.67,47.47,323.28,11.63
dingling,2017-01-02 00:00:00,8.0,336.9960166512264,10.0,0.4,67.0,6.0,beijing_grid_265,-5.01,980.0,46.95,324.63,11.29
dingling,2017-01-02 01:00:00,10.0,211.5616220099309,11.0,0.4,69.0,6.0,beijing_grid_265,-3.08,980.12,40.78,323.23,9.95
dingling,2017-01-02 02:00:00,12.0,115.56791744840515,8.0,0.4,73.0,6.0,beijing_grid_265,-1.15,980.23,34.61,321.4,8.61
dingling,2017-01-02 03:00:00,13.0,49.014902966649174,10.0,0.4,71.0,8.0,beijing_grid_265,0.78,980.34,28.43,318.89,7.29
dingling,2017-01-02 04:00:00,15.0,11.902578564662996,10.0,0.4,74.0,7.0,beijing_grid_265,1.87,979.83,26.1,303.04,5.13
dingling,2017-01-02 05:00:00,14.0,4.230944242446611,11.0,0.4,75.0,7.0,beijing_grid_265,2.96,979.32,23.78,271.49,3.81
dingling,2017-01-02 06:00:00,19.0,26.0,22.0,0.6,69.0,10.0,beijing_grid_265,4.05,978.81,21.45,231.87,4.21
dingling,2017-01-02 07:00:00,43.0,84.0,35.0,0.1,71.0,12.0,beijing_grid_265,1.92,978.62,26.9,207.83,4.02
dingling,2017-01-02 08:00:00,139.0,194.0,70.0,2.3,75.0,16.0,beijing_grid_265,-0.22,978.43,32.35,185.59,4.53
dingling,2017-01-02 09:00:00,203.0,225.0,96.0,3.2,59.0,20.0,beijing_grid_265,-2.35,978.24,37.8,169.68,5.55
dingling,2017-01-02 10:00:00,216.0,226.0,105.0,3.6,44.0,22.0,beijing_grid_265,-3.01,978.28,41.43,168.52,3.89
dingling,2017-01-02 11:00:00,210.0,219.27517511810123,97.0,3.3,31.0,14.0,beijing_grid_265,-3.68,978.31,45.06,165.62,2.24
dingling,2017-01-02 12:00:00,200.0,206.53062768259224,87.0,3.2,29.0,12.0,beijing_grid_265,-4.34,978.34,48.69,147.3,0.63
dingling,2017-01-02 13:00:00,197.0,187.76635769347303,87.0,3.3,20.0,14.0,beijing_grid_265,-4.44,977.95,52.44,95.99,1.07
dingling,2017-01-02 14:00:00,179.0,162.98236515074362,74.0,0.3,25.0,12.0,beijing_grid_265,-4.54,977.56,56.2,80.31,1.81
dingling,2017-01-02 15:00:00,172.0,132.17865005440393,70.0,2.9,23.0,9.0,beijing_grid_265,-4.64,977.17,59.96,73.97,2.6
dingling,2017-01-02 16:00:00,174.0,95.35521240445406,69.0,0.3,26.0,11.0,beijing_grid_265,-4.78,977.02,62.54,56.71,2.46
dingling,2017-01-02 17:00:00,198.0,52.512052200893976,65.0,3.9,21.0,11.0,beijing_grid_265,-4.93,976.87,65.12,39.02,2.54
dingling,2017-01-02 18:00:00,212.0,3.649169443723679,67.0,5.2,12.0,21.0,beijing_grid_265,-5.08,976.73,67.7,23.84,2.85
dingling,2017-01-02 19:00:00,164.0,-48.19881894566147,55.0,2.5,14.0,9.0,beijing_grid_265,-5.24,976.43,70.53,1.13,2.64
dingling,2017-01-02 20:00:00,149.0,-84.82421143888905,51.0,2.2,16.67571400443683,7.0,beijing_grid_265,-5.41,976.13,73.35,338.58,2.87
dingling,2017-01-02 21:00:00,151.0,-103.19239111456372,56.0,3.1,17.0,11.0,beijing_grid_265,-5.57,975.83,76.18,321.53,3.45
dingling,2017-01-02 22:00:00,142.0,-103.30335797268543,57.0,3.3,14.0,12.0,beijing_grid_265,-5.17,975.85,72.27,310.94,5.11
dingling,2017-01-02 23:00:00,142.0,-85.15711201325423,59.0,0.3,9.0,12.0,beijing_grid_265,-4.76,975.88,68.36,305.64,6.85
dingling,2017-01-03 00:00:00,127.0,-48.75365323627008,47.0,2.3,12.0,6.0,beijing_grid_265,-4.36,975.9,64.45,302.5,8.63
dingling,2017-01-03 01:00:00,166.0,5.907018358267038,56.0,2.9,12.0,17.0,beijing_grid_265,-1.86,975.98,55.35,302.98,8.89
dingling,2017-01-03 02:00:00,143.0,78.82490277035703,61.0,2.6,14.0,26.0,beijing_grid_265,0.64,976.05,46.24,303.44,9.16
dingling,2017-01-03 03:00:00,168.0,170.0,75.0,2.8,27.0,28.0,beijing_grid_265,3.14,976.13,37.14,303.88,9.43
dingling,2017-01-03 04:00:00,245.0,269.0,124.0,4.6,18.0,43.0,beijing_grid_265,4.44,975.75,33.21,299.59,9.85
dingling,2017-01-03 05:00:00,267.0,313.23104248718187,144.0,4.7,16.0,43.0,beijing_grid_265,5.74,975.38,29.27,295.68,10.32
dingling,2017-01-03 06:00:00,221.0,292.2608174143495,130.0,3.9,25.0,36.0,beijing_grid_265,7.04,975.0,25.34,292.12,10.83
dingling,2017-01-03 07:00:00,204.0,240.9101836343425,117.0,3.4,35.0,32.0,beijing_grid_265,4.67,975.03,34.13,294.34,9.55
dingling,2017-01-03 08:00:00,186.0,194.0,112.0,3.1,36.0,29.0,beijing_grid_265,2.29,975.07,42.92,297.23,8.29
dingling,2017-01-03 09:00:00,202.0,151.53026651132222,134.0,3.4,18.0,30.0,beijing_grid_265,-0.09,975.1,51.7,301.16,7.06
dingling,2017-01-03 10:00:00,199.0,113.500983168309,142.0,3.6,4.0,24.0,beijing_grid_265,-0.15,975.65,48.98,310.39,7.98
dingling,2017-01-03 11:00:00,214.0,79.91214997096044,135.0,3.8,3.0,23.0,beijing_grid_265,-0.22,976.19,46.25,317.57,9.06
dingling,2017-01-03 12:00:00,203.0,50.763766919276506,126.0,3.6,3.0,20.0,beijing_grid_265,-0.29,976.73,43.53,323.16,10.25
dingling,2017-01-03 13:00:00,166.0,26.055834013257186,120.0,3.6,3.0,20.0,beijing_grid_265,-0.96,976.96,48.46,328.6,8.74
dingling,2017-01-03 14:00:00,161.0,5.788351252902501,113.0,3.6,3.0,24.0,beijing_grid_265,-1.63,977.19,53.39,336.21,7.35
dingling,2017-01-03 15:00:00,122.0,-10.038681361787564,91.0,2.5,4.0,13.0,beijing_grid_265,-2.3,977.42,58.32,347.08,6.14
dingling,2017-01-03 16:00:00,104.0,-21.425263830812995,74.0,1.9,14.0,13.0,beijing_grid_265,-2.5,977.57,57.23,350.03,6.05
dingling,2017-01-03 17:00:00,125.0,-28.32980680512554,80.0,2.8,7.0,14.0,beijing_grid_265,-2.7,977.72,56.15,353.06,5.98
dingling,2017-01-03 18:00:00,84.0,-30.71072093567688,64.0,1.8,9.0,9.0,beijing_grid_265,-2.9,977.88,55.07,356.15,5.93
dingling,2017-01-03 19:00:00,64.0,-28.568006222467034,46.0,1.7,17.0,9.0,beijing_grid_265,-3.25,977.86,60.8,3.21,5.24
dingling,2017-01-03 20:00:00,63.0,-21.901662665496,58.0,2.1,8.0,11.0,beijing_grid_265,-3.61,977.84,66.53,12.22,4.65
dingling,2017-01-03 21:00:00,56.0,-10.711690264763781,54.0,1.3,11.0,8.0,beijing_grid_265,-3.97,977.82,72.26,23.47,4.2
dingling,2017-01-03 22:00:00,48.0,5.001910979729622,47.0,1.2,17.0,7.0,beijing_grid_265,-4.2,978.0,72.98,35.22,3.42
dingling,2017-01-03 23:00:00,65.0,25.23914106798422,63.0,1.4,11.0,7.0,beijing_grid_265,-4.43,978.18,73.71,52.71,2.85
dingling,2017-01-04 00:00:00,50.0,50.0,43.0,1.2,21.0,8.0,beijing_grid_265,-4.66,978.36,74.44,75.57,2.64
dingling,2017-01-04 01:00:00,45.0,79.28448777577697,24.0,0.1,35.0,10.0,beijing_grid_265,-2.01,978.62,60.89,98.3,3.11
dingling,2017-01-04 02:00:00,41.0,109.04545441102462,27.0,0.9,44.0,18.0,beijing_grid_265,0.64,978.88,47.34,113.4,3.92
dingling,2017-01-04 03:00:00,93.0,115.0,48.0,1.8,43.0,20.0,beijing_grid_265,3.3,979.14,33.8,122.9,4.91
dingling,2017-01-04 04:00:00,116.0,93.10097455841256,59.0,2.1,41.0,21.0,beijing_grid_265,3.74,978.73,33.4,125.9,5.92
dingling,2017-01-04 05:00:00,113.0,57.37702135475687,60.0,0.2,48.0,20.0,beijing_grid_265,4.17,978.32,33.0,128.02,6.95
dingling,2017-01-04 06:00:00,91.0,92.0,43.0,1.5,63.0,16.0,beijing_grid_265,4.61,977.92,32.6,129.6,7.98
dingling,2017-01-04 07:00:00,172.0,184.0,82.0,0.3,63.0,33.0,beijing_grid_265,2.34,978.19,40.76,124.2,6.84
dingling,2017-01-04 08:00:00,196.0,198.0,103.0,3.7,54.0,43.0,beijing_grid_265,0.07,978.46,48.92,116.76,5.79
dingling,2017-01-04 09:00:00,220.0,252.0,131.0,4.6,24.0,45.0,beijing_grid_265,-2.21,978.73,57.08,106.28,4.87
dingling,2017-01-04 10:00:00,249.0,284.49077983864595,146.0,5.2,5.0,33.0,beijing_grid_265,-2.74,979.14,59.45,98.09,4.02
dingling,2017-01-04 11:00:00,271.0,280.7850859522018,148.0,5.8,3.0,24.0,beijing_grid_265,-3.28,979.54,61.82,85.87,3.29
dingling,2017-01-04 12:00:00,261.0,240.88291834066757,136.0,5.3,3.0,30.0,beijing_grid_265,-3.82,979.95,64.19,68.05,2.78
dingling,2017-01-04 13:00:00,236.0,176.5738788276426,122.0,4.8,5.0,21.0,beijing_grid_265,-4.0,980.21,64.78,61.95,3.02
dingling,2017-01-04 14:00:00,252.0,158.59557835472333,127.0,5.6,4.0,22.0,beijing_grid_265,-4.17,980.48,65.38,56.79,3.28
dingling,2017-01-04 15:00:00,255.0,198.73761874550914,124.0,5.6,3.0,21.0,beijing_grid_265,-4.35,980.74,65.98,52.44,3.57
dingling,2017-01-04 16:00:00,241.0,297.0,108.0,5.8,4.0,16.0,beijing_grid_265,-4.47,980.89,69.17,54.95,3.34
dingling,2017-01-04 17:00:00,393.0,423.0,128.0,9.6,3.0,7.0,beijing_grid_265,-4.59,981.04,72.36,57.84,3.11
dingling,2017-01-04 18:00:00,413.0,418.0,126.0,0.7,2.0,6.0,beijing_grid_265,-4.72,981.18,75.56,61.17,2.9
dingling,2017-01-04 19:00:00,409.0,392.96956166380534,134.0,8.6,2.0,6.0,beijing_grid_265,-5.11,981.42,78.08,75.97,2.46
