stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2,stationName,temperature,pressure,humidity,wind_direction,wind_speed
yizhuang,2017-01-01 14:00:00,278.0,362.0,117.0,5.7,6.0,2.0,beijing_grid_323,-2.92,1020.26,65.97,296.57,2.04
yizhuang,2017-01-01 15:00:00,298.0,382.0,117.0,5.8,6.0,3.0,beijing_grid_323,-3.09,1020.44,67.31,325.24,3.82
yizhuang,2017-01-01 16:00:00,306.0,393.0,116.0,6.1,6.0,2.0,beijing_grid_323,-2.66,1020.55,60.11,341.27,6.73
yizhuang,2017-01-01 17:00:00,306.0,387.0,118.0,6.3,6.0,3.0,beijing_grid_323,-2.24,1020.65,52.91,347.43,9.84
yizhuang,2017-01-01 18:00:00,315.0,408.0,111.0,6.4,7.0,3.0,beijing_grid_323,-1.81,1020.75,45.71,350.61,13.02
yizhuang,2017-01-01 19:00:00,290.0,351.0,114.0,6.5,6.0,3.0,beijing_grid_323,-2.06,1021.01,45.6,350.79,13.32
yizhuang,2017-01-01 20:00:00,280.0,287.0,112.0,6.6,7.0,3.0,beijing_grid_323,-2.31,1021.26,45.49,350.97,13.61
yizhuang,2017-01-01 21:00:00,287.0,312.0,111.0,0.7,7.0,2.0,beijing_grid_323,-2.56,1021.52,45.37,351.13,13.91
yizhuang,2017-01-01 22:00:00,274.0,288.0,109.0,7.4,7.0,2.0,beijing_grid_323,-2.88,1022.01,45.6,349.85,12.58
yizhuang,2017-01-01 23:00:00,228.0,279.0,106.0,7.3,7.0,2.0,beijing_grid_323,-3.19,1022.51,45.83,348.26,11.26
yizhuang,2017-01-02 00:00:00,219.0,270.0,102.0,7.3,8.0,2.0,beijing_grid_323,-3.51,1023.01,46.06,346.24,9.95
yizhuang,2017-01-02 01:00:00,246.0,261.0,103.0,7.5,8.0,2.0,beijing_grid_323,-1.19,1023.23,39.33,340.21,9.21
yizhuang,2017-01-02 02:00:00,263.0,319.0,109.0,7.8,8.0,3.0,beijing_grid_323,1.14,1023.46,32.61,333.22,8.59
yizhuang,2017-01-02 03:00:00,298.0,344.0,125.0,7.8,10.0,4.0,beijing_grid_323,3.46,1023.68,25.89,325.27,8.12
yizhuang,2017-01-02 04:00:00,325.0,338.0,134.0,7.8,15.0,5.0,beijing_grid_323,4.3,1023.19,25.31,307.85,5.64
yizhuang,2017-01-02 05:00:00,318.0,325.0,138.0,7.5,23.0,7.0,beijing_grid_323,5.15,1022.7,24.73,273.37,4.29
yizhuang,2017-01-02 06:00:00,320.0,325.0,144.0,0.7,29.0,10.0,beijing_grid_323,5.99,1022.21,24.16,234.29,5.07
yizhuang,2017-01-02 07:00:00,272.0,303.25,128.0,6.1,37.0,12.0,beijing_grid_323,3.97,1022.01,32.3,223.27,6.39
yizhuang,2017-01-02 08:00:00,260.0,281.5,129.0,5.8,36.0,11.0,beijing_grid_323,1.95,1021.81,40.45,216.2,7.87
yizhuang,2017-01-02 09:00:00,248.0,259.75,129.0,5.6,28.0,7.0,beijing_grid_323,-0.07,1021.6,48.6,211.41,9.42
yizhuang,2017-01-02 10:00:00,235.0,238.0,147.0,5.5,9.0,6.0,beijing_grid_323,-0.51,1021.64,53.58,211.87,9.96
yizhuang,2017-01-02 11:00:00,260.0,281.0,155.0,5.8,7.0,6.0,beijing_grid_323,-0.96,1021.68,58.55,212.29,10.5
yizhuang,2017-01-02 12:00:00,276.0,303.0,155.0,6.1,7.0,6.0,beijing_grid_323,-1.4,1021.72,63.53,212.66,11.04
yizhuang,2017-01-02 13:00:00,296.0,328.0,155.0,6.2,7.0,6.0,beijing_grid_323,-1.72,1021.35,64.05,210.17,11.19
yizhuang,2017-01-02 14:00:00,305.0,351.0,157.0,6.4,6.0,6.0,beijing_grid_323,-2.04,1020.98,64.58,207.74,11.36
yizhuang,2017-01-02 15:00:00,319.0,369.0,157.0,6.8,6.0,4.0,beijing_grid_323,-2.36,1020.61,65.1,205.39,11.55
yizhuang,2017-01-02 16:00:00,321.0,382.0,154.0,6.9,6.0,4.0,beijing_grid_323,-2.57,1020.42,64.62,202.19,10.2
yizhuang,2017-01-02 17:00:00,318.0,370.0,151.0,7.2,6.0,4.0,beijing_grid_323,-2.78,1020.22,64.15,198.02,8.89
yizhuang,2017-01-02 18:00:00,317.0,384.0,165.0,0.8,7.0,5.0,beijing_grid_323,-2.99,1020.03,63.67,192.47,7.65
yizhuang,2017-01-02 19:00:00,317.0,381.0,161.0,8.3,7.0,5.0,beijing_grid_323,-3.44,1019.72,65.26,184.53,6.03
yizhuang,2017-01-02 20:00:00,322.0,379.0,150.0,8.7,8.0,5.0,beijing_grid_323,-3.9,1019.42,66.84,171.29,4.61
yizhuang,2017-01-02 21:00:00,326.0,391.0,151.0,9.2,8.0,5.0,beijing_grid_323,-4.35,1019.12,68.43,148.84,3.62
yizhuang,2017-01-02 22:00:00,325.0,380.0,155.0,0.9,7.0,4.0,beijing_grid_323,-4.44,1019.11,69.2,145.66,3.17
yizhuang,2017-01-02 23:00:00,310.0,363.0,158.0,8.9,7.0,4.0,beijing_grid_323,-4.53,1019.09,69.96,141.45,2.74
yizhuang,2017-01-03 00:00:00,294.0,341.0,155.0,8.5,7.0,4.0,beijing_grid_323,-4.62,1019.08,70.73,135.72,2.33
yizhuang,2017-01-03 01:00:00,308.0,376.0,154.0,9.1,7.0,5.0,beijing_grid_323,-2.46,1019.1,61.73,153.91,1.96
yizhuang,2017-01-03 02:00:00,375.0,443.0,162.0,9.8,7.0,6.0,beijing_grid_323,-0.29,1019.11,52.73,177.03,1.85
yizhuang,2017-01-03 03:00:00,416.0,466.0,170.0,9.2,8.0,8.0,beijing_grid_323,1.87,1019.12,43.73,199.03,2.05
yizhuang,2017-01-03 04:00:00,463.0,530.0,197.0,9.8,9.0,12.0,beijing_grid_323,3.48,1018.61,39.82,217.61,1.69
