station_id,utc_time,PM2.5 (ug-m3),PM10 (ug-m3),NO2 (ug-m3),stationName,longitude,latitude,temperature,pressure,humidity,wind_direction,wind_speed/kph
HR1,2017-01-01 00:00:00,16.343102325581395,70.8,22.2,london_grid_368,-0.3,51.6,5.93,1016.21,90.72,222.42,16.88
HR1,2017-01-01 01:00:00,16.343102325581395,34.8,17.4,london_grid_368,-0.3,51.6,5.91,1015.0,89.98,220.5,17.63
HR1,2017-01-01 02:00:00,16.343102325581395,25.9,21.9,london_grid_368,-0.3,51.6,5.89,1013.79,89.23,218.74,18.39
HR1,2017-01-01 03:00:00,16.343102325581395,23.1,19.6,london_grid_368,-0.3,51.6,5.87,1012.58,88.48,217.13,19.17
HR1,2017-01-01 04:00:00,16.343102325581395,22.2,18.7,london_grid_368,-0.3,51.6,6.06,1011.62,88.83,216.13,19.56
HR1,2017-01-01 05:00:00,16.343102325581395,22.7,19.4,london_grid_368,-0.3,51.6,6.26,1010.67,89.19,215.16,19.95
HR1,2017-01-01 06:00:00,16.343102325581395,21.8,22.8,london_grid_368,-0.3,51.6,6.45,1009.71,89.54,214.24,20.34
HR1,2017-01-01 07:00:00,16.343102325581395,19.4,25.9,london_grid_368,-0.3,51.6,6.66,1009.17,90.24,212.04,19.69
HR1,2017-01-01 08:00:00,16.343102325581395,18.9,34.0,london_grid_368,-0.3,51.6,6.86,1008.63,90.94,209.7,19.06
HR1,2017-01-01 09:00:00,16.343102325581395,19.8,31.2,london_grid_368,-0.3,51.6,7.07,1008.09,91.65,207.2,18.46
HR1,2017-01-01 10:00:00,16.343102325581395,18.6,39.4,london_grid_368,-0.3,51.6,7.7,1007.81,90.4,212.88,18.1
HR1,2017-01-01 11:00:00,16.343102325581395,15.8,31.7,london_grid_368,-0.3,51.6,8.33,1007.52,89.16,218.72,17.93
HR1,2017-01-01 12:00:00,16.343102325581395,12.5,28.4,london_grid_368,-0.3,51.6,8.96,1007.24,87.91,224.62,17.94
HR1,2017-01-01 13:00:00,16.343102325581395,8.55,15.4,london_grid_368,-0.3,51.6,7.78,1007.61,89.22,262.75,5.59
HR1,2017-01-01 14:00:00,16.343102325581395,4.6,7.8,london_grid_368,-0.3,51.6,6.6,1007.98,90.53,7.59,11.46
HR1,2017-01-01 15:00:00,16.343102325581395,5.0,7.8,london_grid_368,-0.3,51.6,5.42,1008.35,91.83,20.1,24.94
HR1,2017-01-01 16:00:00,16.343102325581395,3.6,8.7,london_grid_368,-0.3,51.6,5.2,1009.23,90.49,21.95,25.39
HR1,2017-01-01 17:00:00,16.343102325581395,4.6,9.4,london_grid_368,-0.3,51.6,4.99,1010.12,89.14,23.73,25.87
