station_id,utc_time,PM2.5 (ug-m3),PM10 (ug-m3),NO2 (ug-m3),stationName,longitude,latitude,temperature,pressure,humidity,wind_direction,wind_speed/kph
TD5,2017-01-01 00:00:00,434.4148185994604,4560.472731904634,23491.699069944334,london_grid_366,-0.3,51.4,5.75,1016.15,91.74,220.81,14.77
TD5,2017-01-01 01:00:00,432.34613611440165,4564.221387660753,23488.56464354058,london_grid_366,-0.3,51.4,5.77,1014.95,90.37,218.63,15.67
TD5,2017-01-01 02:00:00,430.27717580662556,4567.970849765255,23485.42873085593,london_grid_366,-0.3,51.4,5.79,1013.75,89.01,216.68,16.58
TD5,2017-01-01 03:00:00,428.20793767613213,4571.7211182181345,23482.2913318904,london_grid_366,-0.3,51.4,5.81,1012.55,87.64,214.95,17.51
TD5,2017-01-01 04:00:00,426.13842172292135,4575.472193019393,23479.152446643984,london_grid_366,-0.3,51.4,6.01,1011.6,88.31,213.83,17.77
TD5,2017-01-01 05:00:00,424.0686279469932,4579.22407416903,23476.012075116683,london_grid_366,-0.3,51.4,6.21,1010.65,88.98,212.74,18.03
TD5,2017-01-01 06:00:00,421.9985563483476,4582.976761667049,23472.8702173085,london_grid_366,-0.3,51.4,6.41,1009.69,89.65,211.68,18.3
TD5,2017-01-01 07:00:00,419.9282069269846,4586.7302555134465,23469.726873219435,london_grid_366,-0.3,51.4,6.67,1009.11,90.35,209.52,18.01
TD5,2017-01-01 08:00:00,417.8575796829044,4590.484555708223,23466.582042849484,london_grid_366,-0.3,51.4,6.93,1008.53,91.04,207.3,17.74
TD5,2017-01-01 09:00:00,415.78667461610667,4594.239662251381,23463.435726198648,london_grid_366,-0.3,51.4,7.19,1007.95,91.74,205.01,17.5
TD5,2017-01-01 10:00:00,413.71549172659167,4597.995575142913,23460.287923266926,london_grid_366,-0.3,51.4,7.97,1007.62,89.53,210.94,17.73
TD5,2017-01-01 11:00:00,411.64403101435926,4601.752294382829,23457.13863405432,london_grid_366,-0.3,51.4,8.75,1007.3,87.33,216.65,18.15
TD5,2017-01-01 12:00:00,409.57229247940944,4605.509819971126,23453.987858560835,london_grid_366,-0.3,51.4,9.53,1006.97,85.12,222.05,18.74
