utc_time,station_id,PM2.5 (ug-m3),PM10 (ug-m3),NO2 (ug-m3),stationName,longitude,latitude,temperature,pressure,humidity,wind_direction,wind_speed/kph
2017-01-01 00:00:00,KF1,2.2446067550473523,20.631735657735316,15.51578748666634,london_grid_388,-0.2,51.5,5.91,1019.61,90.76,221.29,15.91
2017-01-01 01:00:00,KF1,0.6186851911227127,25.44268663288066,14.271931675280788,london_grid_388,-0.2,51.5,5.93,1018.41,89.52,219.91,16.74
2017-01-01 02:00:00,KF1,-1.0060530004341341,30.25035970554446,13.02690949408276,london_grid_388,-0.2,51.5,5.95,1017.21,88.27,218.66,17.57
2017-01-01 03:00:00,KF1,-2.6296078196231893,35.05475487572672,11.780720943072255,london_grid_388,-0.2,51.5,5.97,1016.01,87.03,217.52,18.41
2017-01-01 04:00:00,KF1,-4.251979266444457,39.85587214342743,10.533366022249274,london_grid_388,-0.2,51.5,6.17,1015.05,87.51,215.99,18.83
2017-01-01 05:00:00,KF1,-5.873167340897934,44.653711508646616,9.284844731613813,london_grid_388,-0.2,51.5,6.37,1014.09,87.99,214.52,19.25
2017-01-01 06:00:00,KF1,-7.49317204298362,49.44827297138424,8.035157071165873,london_grid_388,-0.2,51.5,6.56,1013.14,88.47,213.11,19.69
2017-01-01 07:00:00,KF1,-9.111993372701516,54.23955653164033,6.784303040905459,london_grid_388,-0.2,51.5,6.81,1012.57,89.15,210.86,19.24
2017-01-01 08:00:00,KF1,-10.729631330051621,59.02756218941489,5.532282640832568,london_grid_388,-0.2,51.5,7.05,1012.0,89.83,208.5,18.82
2017-01-01 09:00:00,KF1,-12.346085915033932,63.812289944707885,4.279095870947194,london_grid_388,-0.2,51.5,7.3,1011.44,90.52,206.04,18.44
2017-01-01 10:00:00,KF1,-13.961357127648455,68.59373979751935,3.0247427312493462,london_grid_388,-0.2,51.5,8.06,1011.11,88.51,211.11,18.48
2017-01-01 11:00:00,KF1,-15.57544496789519,73.37191174784927,1.7692232217390214,london_grid_388,-0.2,51.5,8.83,1010.78,86.51,216.11,18.68
2017-01-01 12:00:00,KF1,-17.188349435774136,78.14680579569766,0.5125373424162183,london_grid_388,-0.2,51.5,9.6,1010.46,84.5,220.97,19.01
2017-01-01 13:00:00,KF1,-18.800070531285286,82.91842194106448,-0.7453149067190634,london_grid_388,-0.2,51.5,8.44,1010.71,87.43,247.71,7.59
2017-01-01 14:00:00,KF1,-20.41060825442865,87.68676018394979,-2.0043335256668198,london_grid_388,-0.2,51.5,7.28,1010.96,90.36,349.52,8.74
2017-01-01 15:00:00,KF1,-22.01996260520422,92.45182052435354,-3.2645185144270585,london_grid_388,-0.2,51.5,6.12,1011.21,93.29,10.86,20.42
2017-01-01 16:00:00,KF1,-23.628133583612,97.21360296227576,-4.525869872999769,london_grid_388,-0.2,51.5,5.74,1012.12,91.4,16.94,21.9
2017-01-01 17:00:00,KF1,-25.23512118965199,101.97210749771644,-5.788387601384963,london_grid_388,-0.2,51.5,5.36,1013.03,89.52,22.21,23.58
2017-01-01 18:00:00,KF1,-26.840925423324187,106.72733413067554,-7.052071699582633,london_grid_388,-0.2,51.5,4.98,1013.93,87.64,26.75,25.44
2017-01-01 19:00:00,KF1,-28.445546284628595,111.47928286115311,-8.316922167592779,london_grid_388,-0.2,51.5,4.81,1014.85,87.71,24.99,23.74
2017-01-01 20:00:00,KF1,-30.04898377356522,116.22795368914915,-9.582939005415403,london_grid_388,-0.2,51.5,4.64,1015.77,87.79,22.97,22.06
2017-01-01 21:00:00,KF1,-31.651237890134045,120.97334661466364,-10.850122213050508,london_grid_388,-0.2,51.5,4.47,1016.69,87.87,20.62,20.42
2017-01-01 22:00:00,KF1,-33.25230863433509,125.71546163769663,-12.118471790498084,london_grid_388,-0.2,51.5,4.42,1017.46,87.31,21.04,20.06
2017-01-01 23:00:00,KF1,-34.852196006168334,130.45429875824803,-13.387987737758143,london_grid_388,-0.2,51.5,4.37,1018.22,86.75,21.48,19.7
2017-01-02 00:00:00,KF1,-36.45090000563379,135.18985797631794,-14.658670054830674,london_grid_388,-0.2,51.5,4.31,1018.99,86.19,21.94,19.35
2017-01-02 01:00:00,KF1,-38.048420632731464,139.92213929190623,-15.930518741715689,london_grid_388,-0.2,51.5,4.01,1019.53,86.6,19.1,19.94
2017-01-02 02:00:00,KF1,-39.64475788746134,144.65114270501303,-17.20353379841318,london_grid_388,-0.2,51.5,3.7,1020.07,87.02,16.43,20.57
2017-01-02 03:00:00,KF1,-41.239911769823415,149.37686821563827,-18.47771522492315,london_grid_388,-0.2,51.5,3.39,1020.61,87.43,13.93,21.25
2017-01-02 04:00:00,KF1,-42.833882279817715,154.09931582378198,-19.753063021245588,london_grid_388,-0.2,51.5,2.95,1021.25,88.55,15.26,19.64
2017-01-02 05:00:00,KF1,-44.42666941744422,158.8184855294441,-21.029577187380507,london_grid_388,-0.2,51.5,2.51,1021.89,89.67,16.82,18.05
